run_key,rep,qid,layer,lane,pro_signal,persona,lang,intent,reasoning_mode_sent,chat_mode_sent,request_id,ts_utc,t_first_event_s,t_first_stage_s,ttft_first_delta_s,_ttft_content_s,total_s,delta_events,frame_count,max_gap_s,db_model,db_model_tier,db_ai_reasoning_mode,db_prompt_tokens,db_completion_tokens,_cost_usd,_price_model,_usage_src,error,response_chars,quality_pass,first_touch_tier,session_id
L1-49#r2,2,L1-49,L1,free,none,beginner,zh,howto,fast,standard,wt406q06-l1-49-r2-c3d092,2026-09-25T18:41:51+00:00,0.0118,0.0118,1.0142,1.0142,25.0868,43,62,10.0912,dashscope_fast,fast,fast,1354,513,0.00011249118881118879,qwen3.7-flash,db,,819,False,fast,25628a29-6f18-4e03-a3bd-14ae2195a184
L1-50#r2,2,L1-50,L1,free,none,professional,zh,concept_def,fast,standard,wt406q06-l1-50-r2-7bab7c,2026-09-25T18:42:17+00:00,0.0106,0.0106,1.2347,1.2347,21.6265,12,29,10.095,dashscope_fast,fast,fast,2718,130,0.00010324055944055944,qwen3.7-flash,db,,237,True,fast,25628a29-6f18-4e03-a3bd-14ae2195a184
L2-01#r2,2,L2-01,L2,free,none,exam_candidate,zh,comparison,deep,standard,wt406q06-l2-01-r2-811052,2026-09-25T18:42:40+00:00,0.0113,0.0113,1.572,1.572,28.3402,47,64,10.0913,dashscope_fast,fast,deep,2711,545,0.00015955314685314683,qwen3.7-flash,db,,976,True,,ab631686-3bc7-4800-bcfa-39e0c14a2809
L2-02#r2,2,L2-02,L2,free,none,self_learner,zh,diagnose,deep,standard,wt406q06-l2-02-r2-049233,2026-09-25T18:43:09+00:00,0.0365,0.0365,1.3103,1.3103,37.6116,100,118,10.0756,dashscope_fast,fast,deep,13319,1228,0.0005864121678321677,qwen3.7-flash,db,,2271,True,,ab631686-3bc7-4800-bcfa-39e0c14a2809
L2-03#r2,2,L2-03,L2,free,none,college_student,zh,theory_apply,deep,standard,wt406q06-l2-03-r2-42f39d,2026-09-25T18:43:47+00:00,0.0109,0.0109,1.5585,1.5585,34.9408,57,79,10.0987,dashscope_fast,fast,deep,2653,717,0.00018115846153846153,qwen3.7-flash,db,,1311,True,,ab631686-3bc7-4800-bcfa-39e0c14a2809
L2-04#r2,2,L2-04,L2,free,none,college_student,zh,error_diagnosis,deep,standard,wt406q06-l2-04-r2-5e2a85,2026-09-25T18:44:23+00:00,0.0112,0.0112,1.9917,1.9917,17.2706,17,35,10.0832,dashscope_fast,fast,deep,2710,257,0.00012028923076923076,qwen3.7-flash,db,,376,True,,16caf81c-809e-4f83-bd80-a212714a0753
L2-05#r2,2,L2-05,L2,free,none,professional,mixed,code_review,deep,standard,wt406q06-l2-05-r2-7159d6,2026-09-25T18:44:41+00:00,0.0358,0.0358,1.9983,1.9983,48.2354,93,114,10.0904,dashscope_fast,fast,deep,2656,1291,0.00025944531468531467,qwen3.7-flash,db,,2599,True,,16caf81c-809e-4f83-bd80-a212714a0753
L2-06#r2,2,L2-06,L2,free,none,researcher,zh,writing_feedback,deep,standard,wt406q06-l2-06-r2-7edfe8,2026-09-25T18:45:30+00:00,0.0107,0.0107,0.9035,0.9035,19.8112,25,43,10.0826,dashscope_fast,fast,deep,1411,288,8.363454545454544e-05,qwen3.7-flash,db,,524,True,,16caf81c-809e-4f83-bd80-a212714a0753
L2-07#r2,2,L2-07,L2,free,none,self_learner,zh,theory_apply,deep,standard,wt406q06-l2-07-r2-2d44f3,2026-09-25T18:45:51+00:00,0.012,0.012,1.322,1.322,29.089,51,69,10.0922,dashscope_fast,fast,deep,2662,642,0.00017122489510489508,qwen3.7-flash,db,,1190,True,,851f5605-a2af-4340-ac9f-ce96f81c14c4
L2-08#r2,2,L2-08,L2,free,none,researcher,zh,math_derive,deep,standard,wt406q06-l2-08-r2-814647,2026-09-25T18:46:21+00:00,0.0393,0.0393,79.4215,79.4215,79.623,1,36,10.1211,default,,deep,22,565,0.0,fallback,db,,707,True,,851f5605-a2af-4340-ac9f-ce96f81c14c4
L2-09#r2,2,L2-09,L2,free,none,beginner,zh,comparison,deep,standard,wt406q06-l2-09-r2-ec9c1a,2026-09-25T18:47:41+00:00,0.0393,0.0393,,,2.2462,0,3,2.1982,default,,balanced,0,0,0.0,fallback,db,,68,True,,851f5605-a2af-4340-ac9f-ce96f81c14c4
L2-10#r2,2,L2-10,L2,free,none,exam_candidate,zh,plan_eval,deep,standard,wt406q06-l2-10-r2-fd8873,2026-09-25T18:47:44+00:00,0.0109,0.0109,68.5795,68.5795,68.7963,1,35,10.0996,default,,deep,64,350,0.0,fallback,db,,405,True,,f19ca3c5-bfbc-42fd-a888-755f21189494
L2-11#r2,2,L2-11,L2,free,none,self_learner,zh,attribution,deep,standard,wt406q06-l2-11-r2-fd21d8,2026-09-25T18:48:54+00:00,0.0397,0.0397,,,2.3252,0,7,2.2798,default,,balanced,0,0,0.0,fallback,db,,51,False,,
L2-12#r2,2,L2-12,L2,free,none,professional,zh,diagnose,deep,error_diagnosis,wt406q06-l2-12-r2-cfaee9,2026-09-25T18:48:57+00:00,0.0109,0.0109,1.899,1.899,35.8457,79,97,10.0919,dashscope_fast,fast,deep,13588,1013,0.0005655890909090908,qwen3.7-flash,db,,1772,True,,f19ca3c5-bfbc-42fd-a888-755f21189494
L2-13#r2,2,L2-13,L2,free,none,college_student,zh,theory_apply,deep,standard,wt406q06-l2-13-r2-fe69fb,2026-09-25T18:49:33+00:00,0.0367,0.0367,1.7265,1.7265,27.1197,53,71,10.0818,dashscope_fast,fast,deep,2656,574,0.0001617728671328671,qwen3.7-flash,db,,1028,True,,0d5f7718-da34-4a31-adcb-e03f20a10688
L2-14#r2,2,L2-14,L2,pro,user_profile.is_pro=true,professional,mixed,code_review,deep,standard,wt406q06-l2-14-r2-4ea03f,2026-09-25T18:50:01+00:00,0.0401,0.0401,1.7514,1.7514,34.113,82,102,10.0904,dashscope_standard_thinking,standard,deep,2337,866,0.0005885034965034965,qwen3.8-flash,db,,1552,True,,0d5f7718-da34-4a31-adcb-e03f20a10688
L2-15#r2,2,L2-15,L2,pro,user_profile.is_pro=true,researcher,zh,theory_apply,deep,standard,wt406q06-l2-15-r2-19180d,2026-09-25T18:50:36+00:00,0.0109,0.0109,0.9058,0.9058,23.1611,39,57,10.0943,dashscope_chat,plus,deep,2271,616,0.0013244755244755243,qwen3.7-plus,db,,1116,True,,0d5f7718-da34-4a31-adcb-e03f20a10688
L2-16#r2,2,L2-16,L2,pro,user_profile.is_pro=true,researcher,zh,experiment_design,deep,standard,wt406q06-l2-16-r2-51cae9,2026-09-25T18:51:00+00:00,0.048,0.048,9.4923,9.4923,36.6677,31,50,10.0809,dashscope_chat,plus,deep,13345,501,0.004293426573426573,qwen3.7-plus,db,,849,True,,00cd3a4f-814d-4e64-ae17-896c56cebbb4
L2-17#r2,2,L2-17,L2,pro,user_profile.is_pro=true,exam_candidate,zh,diagnose,deep,standard,wt406q06-l2-17-r2-7d02a8,2026-09-25T18:51:38+00:00,0.0116,0.0116,5.2624,5.2624,23.2216,30,56,10.0728,dashscope_chat,plus,deep,2509,402,0.0011516083916083915,qwen3.7-plus,db,,715,True,,00cd3a4f-814d-4e64-ae17-896c56cebbb4
L2-18#r2,2,L2-18,L2,pro,user_profile.is_pro=true,college_student,zh,theory_apply,deep,standard,wt406q06-l2-18-r2-abae0b,2026-09-25T18:52:02+00:00,0.0142,0.0142,1.5057,1.5057,32.0161,53,72,10.091,dashscope_chat,plus,deep,2627,776,0.0016030769230769228,qwen3.7-plus,db,,1342,True,,00cd3a4f-814d-4e64-ae17-896c56cebbb4
L2-19#r2,2,L2-19,L2,pro,user_profile.is_pro=true,self_learner,zh,logic_check,deep,standard,wt406q06-l2-19-r2-515396,2026-09-25T18:52:34+00:00,0.0112,0.0112,1.554,1.554,35.1241,22,41,10.0899,dashscope_chat,plus,deep,2139,357,0.0009977622377622375,qwen3.7-plus,db,,642,True,,cc1a0cf3-c33d-4698-aa14-83dc21c04920
L2-20#r2,2,L2-20,L2,pro,user_profile.is_pro=true,exam_candidate,zh,system_design,deep,standard,wt406q06-l2-20-r2-fd9bbf,2026-09-25T18:53:10+00:00,0.0365,0.0365,,,3.3021,0,7,3.2526,default,,balanced,0,0,0.0,fallback,db,,61,False,,
L2-21#r2,2,L2-21,L2,pro,user_profile.is_pro=true,researcher,zh,theory_apply,deep,standard,wt406q06-l2-21-r2-2ec558,2026-09-25T18:53:15+00:00,0.0356,0.0356,2.7983,2.7983,13.9981,69,87,1.5695,dashscope_chat,plus,deep,2673,1095,0.0019728671328671328,qwen3.7-plus,db,,1881,True,,cc1a0cf3-c33d-4698-aa14-83dc21c04920
L2-22#r2,2,L2-22,L2,pro,user_profile.is_pro=true,beginner,zh,goal_eval,deep,standard,wt406q06-l2-22-r2-c9a89e,2026-09-25T18:53:29+00:00,0.0154,0.0154,1.7081,1.7081,17.2446,29,48,10.005,dashscope_chat,plus,deep,2673,444,0.0012444755244755243,qwen3.7-plus,db,,802,True,,54ac5165-7e9b-45a9-bd6d-93ca175afb89
L2-23#r2,2,L2-23,L2,pro,user_profile.is_pro=true,exam_candidate,zh,tradeoff,deep,standard,wt406q06-l2-23-r2-98fe3d,2026-09-25T18:53:47+00:00,0.041,0.041,35.7254,35.7254,52.2494,14,40,30.1347,dashscope_chat,plus,deep,2599,191,0.0009406993006993007,qwen3.7-plus,db,,387,False,,54ac5165-7e9b-45a9-bd6d-93ca175afb89
L2-24#r2,2,L2-24,L2,pro,user_profile.is_pro=true,college_student,zh,theory_apply,deep,standard,wt406q06-l2-24-r2-5823fe,2026-09-25T18:54:40+00:00,0.0356,0.0356,2.5003,2.5003,35.5772,70,90,10.0897,dashscope_chat,plus,deep,2620,1081,0.001942377622377622,qwen3.7-plus,db,,1822,True,,54ac5165-7e9b-45a9-bd6d-93ca175afb89
L2-25#r2,2,L2-25,L2,pro,user_profile.is_pro=true,college_student,zh,tradeoff,deep,standard,wt406q06-l2-25-r2-bec104,2026-09-25T18:55:17+00:00,0.0373,0.0373,,,1.5389,0,7,1.4957,default,,balanced,0,0,0.0,fallback,db,,88,True,,
L2-26#r2,2,L2-26,L2,pro,user_profile.is_pro=true,self_learner,mixed,theory_apply,deep,standard,wt406q06-l2-26-r2-df7552,2026-09-25T18:55:19+00:00,0.0328,0.0328,6.0714,6.0714,41.1718,72,92,10.0909,dashscope_chat,plus,deep,2612,1155,0.002022937062937063,qwen3.7-plus,db,,2049,False,,63f3eaa2-b337-44e7-934f-121a107502b0
L2-27#r2,2,L2-27,L2,free,none,college_student,zh,comparison,deep,standard,wt406q06-l2-27-r2-51d5fe,2026-09-25T18:56:01+00:00,0.0268,0.0268,2.5556,2.5556,35.2867,14,33,10.0939,dashscope_fast,fast,deep,2640,342,0.00012966545454545452,qwen3.7-flash,db,,571,True,,63f3eaa2-b337-44e7-934f-121a107502b0
L2-28#r2,2,L2-28,L2,free,none,self_learner,zh,diagnose,deep,standard,wt406q06-l2-28-r2-2be285,2026-09-25T18:56:37+00:00,0.0361,0.0361,0.8568,0.8568,33.8791,99,117,10.0843,dashscope_fast,fast,deep,1375,1457,0.0002417472727272727,qwen3.7-flash,db,,2531,True,,63f3eaa2-b337-44e7-934f-121a107502b0
L2-29#r2,2,L2-29,L2,free,none,researcher,zh,theory_apply,deep,standard,wt406q06-l2-29-r2-62a274,2026-09-25T18:57:12+00:00,0.0225,0.0225,1.3961,1.3961,9.6325,47,65,0.7681,dashscope_fast,fast,deep,2667,574,0.00016211902097902094,qwen3.7-flash,db,,1021,True,,932aa7f8-19c1-4751-9239-a0b55d2e2349
L2-31#r2,2,L2-31,L2,free,none,exam_candidate,zh,error_diagnosis,deep,standard,wt406q06-l2-31-r2-77a016,2026-09-25T18:57:23+00:00,0.035,0.035,0.7278,0.7278,24.7124,28,46,10.0844,dashscope_fast,fast,deep,1409,333,8.970167832167831e-05,qwen3.7-flash,db,,540,True,,932aa7f8-19c1-4751-9239-a0b55d2e2349
L2-32#r2,2,L2-32,L2,free,none,beginner,zh,attribution,deep,standard,wt406q06-l2-32-r2-77224d,2026-09-25T18:57:49+00:00,0.0209,0.0209,5.3722,5.3722,15.8242,2,22,10.0955,dashscope_fast,fast,deep,13466,15,0.00042579860139860135,qwen3.7-flash,db,,111,False,,52163cd4-71dd-4adf-b7c4-f37a59b4730f
L2-33#r2,2,L2-33,L2,pro,user_profile.is_pro=true,researcher,zh,math_derive,deep,standard,wt406q06-l2-33-r2-72e355,2026-09-25T18:58:05+00:00,0.0109,0.0109,2.0029,2.0029,29.3158,60,78,10.0913,dashscope_chat,plus,deep,2574,1031,0.0018735664335664333,qwen3.7-plus,db,,1720,True,,52163cd4-71dd-4adf-b7c4-f37a59b4730f
L2-34#r2,2,L2-34,L2,pro,user_profile.is_pro=true,college_student,zh,comparison,deep,standard,wt406q06-l2-34-r2-658ddb,2026-09-25T18:58:35+00:00,0.0117,0.0117,2.0369,2.0369,10.0445,49,66,1.1542,dashscope_chat,plus,deep,2663,772,0.0016086713286713285,qwen3.7-plus,db,,1343,True,,52163cd4-71dd-4adf-b7c4-f37a59b4730f
L2-35#r2,2,L2-35,L2,pro,user_profile.is_pro=true,professional,zh,plan_eval,deep,standard,wt406q06-l2-35-r2-b20441,2026-09-25T18:58:46+00:00,0.0109,0.0109,,,3.7986,0,7,3.7749,default,,balanced,0,0,0.0,fallback,db,,100,False,,
L2-36#r2,2,L2-36,L2,pro,user_profile.is_pro=true,self_learner,en,logic_check,deep,standard,wt406q06-l2-36-r2-7341af,2026-09-25T18:58:51+00:00,0.0153,0.0153,4.0837,4.0837,17.331,84,104,3.1413,dashscope_chat,plus,deep,2589,1320,0.0022011188811188807,qwen3.7-plus,db,,2306,False,,945eae33-e8ba-40b5-8e7a-9d27e3f86e6c
L2-37#r2,2,L2-37,L2,pro,user_profile.is_pro=true,exam_candidate,zh,diagnose,deep,standard,wt406q06-l2-37-r2-fe0dce,2026-09-25T18:59:09+00:00,0.0373,0.0373,2.3741,2.3741,12.6264,61,79,1.2135,dashscope_chat,plus,deep,2713,985,0.0018609790209790208,qwen3.7-plus,db,,1637,True,,945eae33-e8ba-40b5-8e7a-9d27e3f86e6c
L2-38#r2,2,L2-38,L2,pro,user_profile.is_pro=true,researcher,zh,experiment_design,deep,standard,wt406q06-l2-38-r2-3d3e61,2026-09-25T18:59:22+00:00,0.0392,0.0392,1.0853,1.0853,12.2056,62,80,0.676,dashscope_chat,plus,deep,2143,981,0.0016970629370629368,qwen3.7-plus,db,,1752,True,,945eae33-e8ba-40b5-8e7a-9d27e3f86e6c
L2-39#r2,2,L2-39,L2,pro,user_profile.is_pro=true,beginner,zh,goal_eval,deep,standard,wt406q06-l2-39-r2-621fbd,2026-09-25T18:59:36+00:00,0.0115,0.0115,0.7709,0.7709,21.3433,38,56,10.0984,dashscope_chat,plus,deep,2313,557,0.00127020979020979,qwen3.7-plus,db,,966,True,,41300a86-6147-4017-b158-67328eafba9c
L2-40#r2,2,L2-40,L2,pro,user_profile.is_pro=true,college_student,zh,theory_apply,deep,standard,wt406q06-l2-40-r2-97a67d,2026-09-25T18:59:58+00:00,0.0454,0.0454,1.4364,1.4364,27.184,32,51,10.0818,dashscope_chat,plus,deep,2713,444,0.0012556643356643354,qwen3.7-plus,db,,741,True,,41300a86-6147-4017-b158-67328eafba9c
L2-41#r2,2,L2-41,L2,pro,user_profile.is_pro=true,professional,mixed,code_review,deep,standard,wt406q06-l2-41-r2-02a6c6,2026-09-25T19:00:26+00:00,0.0127,0.0127,1.782,1.782,32.1349,36,55,10.0829,dashscope_chat,plus,deep,2145,553,0.0012187412587412586,qwen3.7-plus,db,,1052,True,,41300a86-6147-4017-b158-67328eafba9c
L2-42#r2,2,L2-42,L2,pro,user_profile.is_pro=true,self_learner,zh,tradeoff,deep,standard,wt406q06-l2-42-r2-e9b735,2026-09-25T19:00:59+00:00,0.0129,0.0129,1.2969,1.2969,38.845,61,80,10.0877,dashscope_chat,plus,deep,2295,819,0.001558321678321678,qwen3.7-plus,db,,1477,True,,10bc0523-fc4d-49ad-ac87-a2e8e91e7243
L2-43#r2,2,L2-43,L2,pro,user_profile.is_pro=true,exam_candidate,zh,system_design,deep,standard,wt406q06-l2-43-r2-259d6c,2026-09-25T19:01:38+00:00,0.0113,0.0113,5.71,5.71,25.0823,11,38,10.0953,dashscope_chat,plus,deep,2388,104,0.0007843356643356642,qwen3.7-plus,db,,239,False,,10bc0523-fc4d-49ad-ac87-a2e8e91e7243
L2-44#r2,2,L2-44,L2,pro,user_profile.is_pro=true,researcher,en,writing_feedback,deep,standard,wt406q06-l2-44-r2-9bea3d,2026-09-25T19:02:04+00:00,0.0365,0.0365,6.7773,6.7773,14.2445,47,66,5.7097,dashscope_chat,plus,deep,2561,686,0.0014839160839160838,qwen3.7-plus,db,,1357,False,,10bc0523-fc4d-49ad-ac87-a2e8e91e7243
L2-45#r2,2,L2-45,L2,pro,user_profile.is_pro=true,beginner,zh,comparison,deep,standard,wt406q06-l2-45-r2-290621,2026-09-25T19:02:19+00:00,0.023,0.023,2.326,2.326,22.3359,57,75,10.0958,dashscope_chat,plus,deep,13462,820,0.004683076923076923,qwen3.7-plus,db,,1360,True,,e21b417b-34ec-488b-96ef-105adebed8bd
L2-46#r2,2,L2-46,L2,pro,user_profile.is_pro=true,college_student,zh,attribution,deep,standard,wt406q06-l2-46-r2-78b076,2026-09-25T19:02:42+00:00,0.0142,0.0142,3.0016,3.0016,41.2057,51,70,10.0884,dashscope_chat,plus,deep,2304,735,0.0014668531468531466,qwen3.7-plus,db,,1294,True,,e21b417b-34ec-488b-96ef-105adebed8bd
L2-47#r2,2,L2-47,L2,pro,user_profile.is_pro=true,professional,zh,theory_apply,deep,standard,wt406q06-l2-47-r2-7f3c25,2026-09-25T19:03:24+00:00,0.0399,0.0399,2.1587,2.1587,9.8202,46,64,1.5024,dashscope_chat,plus,deep,2682,671,0.001500979020979021,qwen3.7-plus,db,,1180,True,,e21b417b-34ec-488b-96ef-105adebed8bd
L2-48#r2,2,L2-48,L2,pro,user_profile.is_pro=true,self_learner,zh,diagnose,deep,standard,wt406q06-l2-48-r2-b3c670,2026-09-25T19:03:35+00:00,0.034,0.034,1.1407,1.1407,29.7297,39,58,10.0968,dashscope_chat,plus,deep,2173,570,0.0012455944055944053,qwen3.7-plus,db,,909,True,,b98b3c22-920c-4593-a639-141349a65775
L2-49#r2,2,L2-49,L2,pro,user_profile.is_pro=true,exam_candidate,en,plan_eval,deep,standard,wt406q06-l2-49-r2-c91d2e,2026-09-25T19:04:06+00:00,0.0331,0.0331,,,1.184,0,7,1.1336,default,,balanced,0,0,0.0,fallback,db,,65,False,,
L2-50#r2,2,L2-50,L2,pro,user_profile.is_pro=true,researcher,zh,math_derive,deep,standard,wt406q06-l2-50-r2-3483a1,2026-09-25T19:04:08+00:00,0.0116,0.0116,1.6606,1.6606,31.9893,78,96,10.0756,dashscope_chat,plus,deep,2527,1200,0.002049510489510489,qwen3.7-plus,db,,2118,True,,b98b3c22-920c-4593-a639-141349a65775
L3-01#r2,2,L3-01,L3,free,none,exam_candidate,zh,planning,balanced,study_plan,wt406q06-l3-01-r2-1421e5,2026-09-25T19:04:40+00:00,0.0284,0.0284,6.8989,6.8989,25.6116,15,40,10.0774,dashscope_fast,fast,balanced,1800,164,7.898405594405593e-05,qwen3.7-flash,db,,361,False,,56877260-0d76-456e-b16c-a5480af5af1e
L3-02#r2,2,L3-02,L3,free,none,exam_candidate,zh,planning,balanced,study_plan,wt406q06-l3-02-r2-0c65f4,2026-09-25T19:05:07+00:00,0.0312,0.0312,108.3588,108.3588,108.5512,1,40,10.0987,default,,balanced,42,194,0.0,fallback,db,,227,False,,56877260-0d76-456e-b16c-a5480af5af1e
L3-03#r2,2,L3-03,L3,free,none,college_student,zh,planning,balanced,study_plan,wt406q06-l3-03-r2-d173a6,2026-09-25T19:06:56+00:00,0.0229,0.0229,2.6488,2.6488,43.0168,74,93,10.0802,dashscope_fast,fast,balanced,13495,1010,0.0005622538461538462,qwen3.7-flash,db,,1722,True,,56877260-0d76-456e-b16c-a5480af5af1e
L3-04#r2,2,L3-04,L3,free,none,professional,zh,planning,balanced,study_plan,wt406q06-l3-04-r2-128552,2026-09-25T19:07:40+00:00,0.0242,0.0242,,,1.4186,0,7,1.3802,default,,balanced,0,0,0.0,fallback,db,,77,False,,
L3-05#r2,2,L3-05,L3,free,none,exam_candidate,zh,planning,balanced,study_plan,wt406q06-l3-05-r2-c99941,2026-09-25T19:07:42+00:00,0.0198,0.0198,6.3062,6.3062,23.4894,21,46,10.0756,dashscope_fast,fast,balanced,1761,257,9.04255944055944e-05,qwen3.7-flash,db,,511,False,,28c9f1b8-6aef-4e59-82e5-b49e1571dcf0
L3-06#r2,2,L3-06,L3,free,none,self_learner,zh,planning,balanced,study_plan,wt406q06-l3-06-r2-749dfc,2026-09-25T19:08:07+00:00,0.0267,0.0267,102.8723,102.8723,103.0587,1,39,10.0934,default,,balanced,40,194,0.0,fallback,db,,227,False,,28c9f1b8-6aef-4e59-82e5-b49e1571dcf0
L3-07#r2,2,L3-07,L3,free,none,beginner,zh,planning,balanced,study_plan,wt406q06-l3-07-r2-b06936,2026-09-25T19:09:50+00:00,0.066,0.066,3.2492,3.2492,40.6746,61,80,10.102,dashscope_fast,fast,balanced,13561,806,0.0005365411188811188,qwen3.7-flash,db,,1299,True,,28c9f1b8-6aef-4e59-82e5-b49e1571dcf0
L3-08#r2,2,L3-08,L3,free,none,researcher,zh,planning,balanced,study_plan,wt406q06-l3-08-r2-449326,2026-09-25T19:10:32+00:00,0.0484,0.0484,106.8635,106.8635,107.023,1,42,10.1046,default,,balanced,47,257,0.0,fallback,db,,301,False,,42097777-e320-429c-99fe-64a96b228c82
L3-09#r2,2,L3-09,L3,free,none,professional,mixed,planning,balanced,study_plan,wt406q06-l3-09-r2-5583d0,2026-09-25T19:12:20+00:00,0.0224,0.0224,,,1.4306,0,7,1.4034,default,,balanced,0,0,0.0,fallback,db,,49,False,,
L3-10#r2,2,L3-10,L3,free,none,self_learner,zh,planning,balanced,study_plan,wt406q06-l3-10-r2-ba9d4d,2026-09-25T19:12:22+00:00,0.0226,0.0226,2.0885,2.0885,39.3675,82,101,10.0764,dashscope_fast,fast,balanced,13490,1091,0.0005731306293706293,qwen3.7-flash,db,,1844,True,,42097777-e320-429c-99fe-64a96b228c82
L3-11#r2,2,L3-11,L3,free,none,college_student,zh,long_context_qa,balanced,standard,wt406q06-l3-11-r2-e40438,2026-09-25T19:13:02+00:00,0.0269,0.0269,6.6752,6.6752,23.5346,28,54,10.066,dashscope_fast,fast,balanced,1508,287,8.655076923076921e-05,qwen3.7-flash,db,,583,False,,df9abbd9-1054-4ca4-9baf-83a68095ca1b
L3-12#r2,2,L3-12,L3,free,none,professional,en,long_context_qa,balanced,standard,wt406q06-l3-12-r2-15494f,2026-09-25T19:13:26+00:00,0.0371,0.0371,6.4347,6.4347,35.8255,25,46,10.0867,dashscope_fast,fast,balanced,13647,304,0.0004708630769230768,qwen3.7-flash,db,,578,False,,df9abbd9-1054-4ca4-9baf-83a68095ca1b
L3-13#r2,2,L3-13,L3,free,none,researcher,zh,long_context_qa,balanced,standard,wt406q06-l3-13-r2-626f61,2026-09-25T19:14:03+00:00,0.0153,0.0153,5.7238,5.7238,33.7078,56,75,10.08,dashscope_fast,fast,balanced,2820,731,0.00018832083916083914,qwen3.7-flash,db,,1286,True,,df9abbd9-1054-4ca4-9baf-83a68095ca1b
L3-14#r2,2,L3-14,L3,pro,user_profile.is_pro=true,college_student,zh,long_context_qa,deep,standard,wt406q06-l3-14-r2-5c350f,2026-09-25T19:14:38+00:00,0.0386,0.0386,6.2966,6.2966,35.9739,38,58,10.0732,dashscope_chat,plus,deep,2877,651,0.0015331468531468528,qwen3.7-plus,db,,1153,True,,7dc2f1c2-2f5d-4911-9d0a-d5d437572d8c
L3-15#r2,2,L3-15,L3,pro,user_profile.is_pro=true,self_learner,zh,long_context_qa,deep,standard,wt406q06-l3-15-r2-e27163,2026-09-25T19:15:14+00:00,0.0243,0.0243,4.5275,4.5275,25.394,37,57,10.0765,dashscope_chat,plus,deep,3202,605,0.0015725874125874124,qwen3.7-plus,db,,955,True,,7dc2f1c2-2f5d-4911-9d0a-d5d437572d8c
L3-16#r2,2,L3-16,L3,pro,user_profile.is_pro=true,researcher,zh,long_context_qa,deep,standard,wt406q06-l3-16-r2-84d6c8,2026-09-25T19:15:41+00:00,0.0535,0.0535,7.1812,7.1812,14.0653,41,60,6.3005,dashscope_chat,plus,deep,2784,616,0.0014679720279720278,qwen3.7-plus,db,,1209,False,,7dc2f1c2-2f5d-4911-9d0a-d5d437572d8c
L3-17#r2,2,L3-17,L3,pro,user_profile.is_pro=true,self_learner,zh,long_context_qa,deep,standard,wt406q06-l3-17-r2-0ba084,2026-09-25T19:15:55+00:00,0.0404,0.0404,2.4448,2.4448,9.2399,43,62,1.6529,dashscope_chat,plus,deep,2925,679,0.0015779020979020978,qwen3.7-plus,db,,1211,True,,a93db14e-dff9-4c04-bea6-25d16655696a
L3-18#r2,2,L3-18,L3,pro,user_profile.is_pro=true,professional,mixed,long_context_qa,deep,standard,wt406q06-l3-18-r2-91d181,2026-09-25T19:16:06+00:00,0.0294,0.0294,2.7995,2.7995,44.1314,48,70,10.1023,dashscope_chat,plus,deep,13667,758,0.00467104895104895,qwen3.7-plus,db,,1400,False,,a93db14e-dff9-4c04-bea6-25d16655696a
L3-19#r2,2,L3-19,L3,pro,user_profile.is_pro=true,self_learner,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-19-r2-a097ee,2026-09-25T19:16:50+00:00,0.0246,0.0246,71.5159,71.5159,106.4081,39,80,10.0839,qwen3_8_max,max,deep,2697,3019,0.023507999999999998,qwen3.8-max,db,,469,False,,a93db14e-dff9-4c04-bea6-25d16655696a
L3-20#r2,2,L3-20,L3,pro,user_profile.is_pro=true,exam_candidate,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-20-r2-f3a37e,2026-09-25T19:18:38+00:00,0.0532,0.0532,6.0492,6.0492,100.5392,30,86,10.0311,qwen3_8_max,max,deep,2470,3132,0.023732,qwen3.8-max,db,,392,False,,e75d1b19-e57f-440e-a763-2e470d6f752d
L3-21#r2,2,L3-21,L3,pro,user_profile.is_pro=true,college_student,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-21-r2-d474da,2026-09-25T19:20:19+00:00,0.0468,0.0468,,,1.4268,0,8,0.7404,default,,balanced,0,0,0.0,fallback,db,,51,False,,
L3-22#r2,2,L3-22,L3,pro,user_profile.is_pro=true,researcher,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-22-r2-9c4c44,2026-09-25T19:20:21+00:00,0.0431,0.0431,66.6718,66.6718,86.4271,32,72,10.0037,qwen3_8_max,max,deep,2479,2743,0.021416,qwen3.8-max,db,,385,True,,e75d1b19-e57f-440e-a763-2e470d6f752d
L3-23#r2,2,L3-23,L3,pro,user_profile.is_pro=true,professional,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-23-r2-7e3ada,2026-09-25T19:21:49+00:00,0.0258,0.0258,132.6028,132.6028,205.938,246,307,10.086,qwen3_8_max,max,deep,2859,6500,0.044718,qwen3.8-max,db,,2858,True,,3374c0cf-4e0f-4ebf-929b-f6cf7c36b836
L3-24#r2,2,L3-24,L3,pro,user_profile.is_pro=true,college_student,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-24-r2-ad0c68,2026-09-25T19:25:15+00:00,0.0498,0.0498,9.0983,9.0983,97.8843,32,83,10.0743,qwen3_8_max,max,deep,2428,2723,0.021194,qwen3.8-max,db,,439,False,,3374c0cf-4e0f-4ebf-929b-f6cf7c36b836
